,latitud,longitud,year,matching_accuracy
85683,24.963687896728516,67.17186737060547,2018,4.0
85685,24.963687896728516,67.17186737060547,2015,4.0
85688,24.963687896728516,67.17186737060547,2018,4.0
85690,24.963687896728516,67.17186737060547,2015,4.0
85693,24.963687896728516,67.17186737060547,2018,4.0
85720,24.96368789672852,67.17186737060547,2015,4.0
85723,24.96368789672852,67.17186737060547,2018,4.0
85735,24.963687896728516,67.17186737060547,2015,4.0
85738,24.963687896728516,67.17186737060547,2018,4.0
85740,24.963687896728516,67.17186737060547,2015,4.0
85743,24.963687896728516,67.17186737060547,2018,4.0
85745,24.963687896728516,67.17186737060547,2015,4.0
85748,24.963687896728516,67.17186737060547,2018,4.0
85755,24.963687896728516,67.17186737060547,2015,4.0
85758,24.963687896728516,67.17186737060547,2018,4.0
85765,24.963687896728516,67.17186737060547,2015,4.0
85768,24.963687896728516,67.17186737060547,2018,4.0
85775,24.963687896728516,67.17186737060547,2015,4.0
85778,24.963687896728516,67.17186737060547,2018,4.0
85780,24.963687896728516,67.17186737060547,2015,4.0
85783,24.963687896728516,67.17186737060547,2018,4.0
85785,24.963687896728516,67.17186737060547,2015,4.0
85788,24.963687896728516,67.17186737060547,2018,4.0
85790,24.963687896728516,67.17186737060547,2015,4.0
85793,24.963687896728516,67.17186737060547,2018,4.0
85795,24.963687896728516,67.17186737060547,2015,4.0
85798,24.963687896728516,67.17186737060547,2018,4.0
85800,24.963687896728516,67.17186737060547,2015,4.0
85803,24.963687896728516,67.17186737060547,2018,4.0
85805,24.963687896728516,67.17186737060547,2015,4.0
85808,24.963687896728516,67.17186737060547,2018,4.0
85810,24.963687896728516,67.17186737060547,2015,4.0
85813,24.963687896728516,67.17186737060547,2018,4.0
85815,24.963687896728516,67.17186737060547,2015,4.0
85818,24.963687896728516,67.17186737060547,2018,4.0
85825,24.963687896728516,67.17186737060547,2015,4.0
85828,24.963687896728516,67.17186737060547,2018,4.0
85835,24.963687896728516,67.17186737060547,2015,4.0
85838,24.963687896728516,67.17186737060547,2018,4.0
85840,24.963687896728516,67.17186737060547,2015,4.0
85843,24.963687896728516,67.17186737060547,2018,4.0
85845,24.963687896728516,67.17186737060547,2015,4.0
85848,24.963687896728516,67.17186737060547,2018,4.0
85850,24.963687896728516,67.17186737060547,2015,4.0
85853,24.963687896728516,67.17186737060547,2018,4.0
85860,24.963687896728516,67.17186737060547,2015,4.0
85863,24.963687896728516,67.17186737060547,2018,4.0
85865,24.963687896728516,67.17186737060547,2015,4.0
85868,24.963687896728516,67.17186737060547,2018,4.0
85880,24.963687896728516,67.17186737060547,2015,4.0
85883,24.963687896728516,67.17186737060547,2018,4.0
85885,24.963687896728516,67.17186737060547,2015,4.0
85888,24.963687896728516,67.17186737060547,2018,4.0
85890,24.963687896728516,67.17186737060547,2015,4.0
85893,24.963687896728516,67.17186737060547,2018,4.0
85900,24.963687896728516,67.17186737060547,2015,4.0
85903,24.963687896728516,67.17186737060547,2018,4.0
85915,24.963687896728516,67.17186737060547,2015,4.0
85918,24.963687896728516,67.17186737060547,2018,4.0
85920,24.963687896728516,67.17186737060547,2015,4.0
85923,24.963687896728516,67.17186737060547,2018,4.0
85925,24.963687896728516,67.17186737060547,2015,4.0
85928,24.963687896728516,67.17186737060547,2018,4.0
85930,27.596073150634766,69.32328796386719,2015,4.0
85933,27.596073150634766,69.32328796386719,2018,4.0
85935,24.963687896728516,67.17186737060547,2015,4.0
85938,24.963687896728516,67.17186737060547,2018,4.0
85950,24.963687896728516,67.17186737060547,2015,4.0
85953,24.963687896728516,67.17186737060547,2018,4.0
85955,24.963687896728516,67.17186737060547,2015,4.0
85958,24.963687896728516,67.17186737060547,2018,4.0
85975,24.963687896728516,67.17186737060547,2015,4.0
85978,24.963687896728516,67.17186737060547,2018,4.0
85985,24.963687896728516,67.17186737060547,2015,4.0
85988,24.963687896728516,67.17186737060547,2018,4.0
85990,24.963687896728516,67.17186737060547,2015,4.0
85993,24.963687896728516,67.17186737060547,2018,4.0
86005,24.963687896728516,67.17186737060547,2015,4.0
86008,24.963687896728516,67.17186737060547,2018,4.0
86010,24.963687896728516,67.17186737060547,2015,4.0
86013,24.963687896728516,67.17186737060547,2018,4.0
86020,24.963687896728516,67.17186737060547,2015,4.0
86023,24.963687896728516,67.17186737060547,2018,4.0
86030,24.963687896728516,67.17186737060547,2015,4.0
86033,24.963687896728516,67.17186737060547,2018,4.0
86040,24.963687896728516,67.17186737060547,2015,4.0
86043,24.963687896728516,67.17186737060547,2018,4.0
86045,24.96368789672852,67.17186737060547,2015,4.0
86048,24.96368789672852,67.17186737060547,2018,4.0
86050,24.963687896728516,67.17186737060547,2015,4.0
86053,24.963687896728516,67.17186737060547,2018,4.0
86060,24.963687896728516,67.17186737060547,2015,4.0
86063,24.963687896728516,67.17186737060547,2018,4.0
86065,24.963687896728516,67.17186737060547,2015,4.0
86068,24.963687896728516,67.17186737060547,2018,4.0
86070,24.963687896728516,67.17186737060547,2015,4.0
86073,24.963687896728516,67.17186737060547,2018,4.0
86075,24.963687896728516,67.17186737060547,2015,4.0
86078,24.963687896728516,67.17186737060547,2018,4.0
86080,29.00737953186035,70.44242095947266,2015,4.0
86083,29.00737953186035,70.44242095947266,2018,4.0
86090,24.963687896728516,67.17186737060547,2015,4.0
86093,24.963687896728516,67.17186737060547,2018,4.0
86095,24.963687896728516,67.17186737060547,2015,4.0
86098,24.963687896728516,67.17186737060547,2018,4.0
86110,24.963687896728516,67.17186737060547,2015,4.0
86113,24.963687896728516,67.17186737060547,2018,4.0
86125,24.963687896728516,67.17186737060547,2015,4.0
86128,24.963687896728516,67.17186737060547,2018,4.0
86130,27.563148498535156,69.28947448730469,2015,4.0
86133,27.563148498535156,69.28947448730469,2018,4.0
86135,24.963687896728516,67.17186737060547,2015,4.0
86138,24.963687896728516,67.17186737060547,2018,4.0
86140,24.963687896728516,67.17186737060547,2015,4.0
86143,24.963687896728516,67.17186737060547,2018,4.0
86150,24.963687896728516,67.17186737060547,2015,4.0
86153,24.963687896728516,67.17186737060547,2018,4.0
86165,24.963687896728516,67.17186737060547,2015,4.0
86168,24.963687896728516,67.17186737060547,2018,4.0
86175,24.963687896728516,67.17186737060547,2015,4.0
86178,24.963687896728516,67.17186737060547,2018,4.0
86185,24.963687896728516,67.17186737060547,2015,4.0
86188,24.963687896728516,67.17186737060547,2018,4.0
86195,24.963687896728516,67.17186737060547,2015,4.0
86198,24.963687896728516,67.17186737060547,2018,4.0
86205,24.963687896728516,67.17186737060547,2015,4.0
86208,24.963687896728516,67.17186737060547,2018,4.0
86210,24.963687896728516,67.17186737060547,2015,4.0
86213,24.963687896728516,67.17186737060547,2018,4.0
86215,24.963687896728516,67.17186737060547,2015,4.0
86218,24.963687896728516,67.17186737060547,2018,4.0
86220,24.963687896728516,67.17186737060547,2015,4.0
86223,24.963687896728516,67.17186737060547,2018,4.0
86230,24.963687896728516,67.17186737060547,2015,4.0
86233,24.963687896728516,67.17186737060547,2018,4.0
86235,24.963687896728516,67.17186737060547,2015,4.0
86238,24.963687896728516,67.17186737060547,2018,4.0
86240,24.963687896728516,67.17186737060547,2015,4.0
86243,24.963687896728516,67.17186737060547,2018,4.0
86245,24.963687896728516,67.17186737060547,2015,4.0
86248,24.963687896728516,67.17186737060547,2018,4.0
86250,24.963687896728516,67.17186737060547,2015,4.0
86253,24.963687896728516,67.17186737060547,2018,4.0
86255,24.963687896728516,67.17186737060547,2015,4.0
86258,24.963687896728516,67.17186737060547,2018,4.0
86260,24.963687896728516,67.17186737060547,2015,4.0
86263,24.963687896728516,67.17186737060547,2018,4.0
86265,24.963687896728516,67.17186737060547,2015,4.0
86268,24.963687896728516,67.17186737060547,2018,4.0
86270,24.963687896728516,67.17186737060547,2015,4.0
86273,24.963687896728516,67.17186737060547,2018,4.0
86275,24.963687896728516,67.17186737060547,2015,4.0
86278,24.963687896728516,67.17186737060547,2018,4.0
86285,24.963687896728516,67.17186737060547,2015,4.0
86288,24.963687896728516,67.17186737060547,2018,4.0
86290,24.963687896728516,67.17186737060547,2015,4.0
86293,24.963687896728516,67.17186737060547,2018,4.0
86295,24.963687896728516,67.17186737060547,2015,4.0
86298,24.963687896728516,67.17186737060547,2018,4.0
86305,24.963687896728516,67.17186737060547,2015,4.0
86308,24.963687896728516,67.17186737060547,2018,4.0
86310,24.963687896728516,67.17186737060547,2015,4.0
86313,24.963687896728516,67.17186737060547,2018,4.0
86315,24.963687896728516,67.17186737060547,2015,4.0
86318,24.963687896728516,67.17186737060547,2018,4.0
86325,24.963687896728516,67.17186737060547,2015,4.0
86328,24.963687896728516,67.17186737060547,2018,4.0
86330,24.963687896728516,67.17186737060547,2015,4.0
86333,24.963687896728516,67.17186737060547,2018,4.0
86335,24.963687896728516,67.17186737060547,2015,4.0
86338,24.963687896728516,67.17186737060547,2018,4.0
86340,24.963687896728516,67.17186737060547,2015,4.0
86343,24.963687896728516,67.17186737060547,2018,4.0
86345,28.35141944885254,70.58900451660156,2015,4.0
86348,28.35141944885254,70.58900451660156,2018,4.0
86350,24.83165168762207,67.03438568115234,2015,4.0
86353,24.83165168762207,67.03438568115234,2018,4.0
86360,24.963687896728516,67.17186737060547,2015,4.0
86363,24.963687896728516,67.17186737060547,2018,4.0
86365,24.963687896728516,67.17186737060547,2015,4.0
86368,24.963687896728516,67.17186737060547,2018,4.0
86375,24.96368789672852,67.17186737060547,2015,4.0
86378,24.96368789672852,67.17186737060547,2018,4.0
86390,24.963687896728516,67.17186737060547,2015,4.0
86393,24.963687896728516,67.17186737060547,2018,4.0
86400,24.963687896728516,67.17186737060547,2015,4.0
86403,24.963687896728516,67.17186737060547,2018,4.0
86405,31.964200973510742,74.22126770019531,2015,3.0
86408,31.964200973510742,74.22126770019531,2018,3.0
86410,24.96368789672852,67.17186737060547,2015,4.0
86413,24.96368789672852,67.17186737060547,2018,4.0
86415,29.02454376220703,70.46269989013672,2015,4.0
86418,29.02454376220703,70.46269989013672,2018,4.0
86420,24.963687896728516,67.17186737060547,2015,4.0
86423,24.963687896728516,67.17186737060547,2018,4.0
86425,24.963687896728516,67.17186737060547,2015,4.0
86428,24.963687896728516,67.17186737060547,2018,4.0
86430,24.963687896728516,67.17186737060547,2015,4.0
86433,24.963687896728516,67.17186737060547,2018,4.0
86435,24.963687896728516,67.17186737060547,2015,4.0
86438,24.963687896728516,67.17186737060547,2018,4.0
86450,24.963687896728516,67.17186737060547,2015,4.0
86453,24.963687896728516,67.17186737060547,2018,4.0
86455,24.963687896728516,67.17186737060547,2015,4.0
86458,24.963687896728516,67.17186737060547,2018,4.0
86460,28.80191993713379,70.5329818725586,2015,3.0
86463,28.80191993713379,70.5329818725586,2018,3.0
86465,24.963687896728516,67.17186737060547,2015,4.0
86468,24.963687896728516,67.17186737060547,2018,4.0
86470,24.963687896728516,67.17186737060547,2015,4.0
86473,24.963687896728516,67.17186737060547,2018,4.0
86475,24.963687896728516,67.17186737060547,2015,4.0
86478,24.963687896728516,67.17186737060547,2018,4.0
86485,24.963687896728516,67.17186737060547,2015,4.0
86488,24.963687896728516,67.17186737060547,2018,4.0
86490,24.963687896728516,67.17186737060547,2015,4.0
86493,24.963687896728516,67.17186737060547,2018,4.0
86500,24.963687896728516,67.17186737060547,2015,4.0
86503,24.963687896728516,67.17186737060547,2018,4.0
86505,27.545597076416016,69.30644989013672,2015,4.0
86508,27.545597076416016,69.30644989013672,2018,4.0
86510,24.963687896728516,67.17186737060547,2015,4.0
86513,24.963687896728516,67.17186737060547,2018,4.0
86525,24.963687896728516,67.17186737060547,2015,4.0
86528,24.963687896728516,67.17186737060547,2018,4.0
86530,24.963687896728516,67.17186737060547,2015,4.0
86533,24.963687896728516,67.17186737060547,2018,4.0
86540,27.84622573852539,67.90605926513672,2015,3.0
86543,27.84622573852539,67.90605926513672,2018,3.0
86545,24.963687896728516,67.17186737060547,2015,4.0
86548,24.963687896728516,67.17186737060547,2018,4.0
86550,26.136520385742188,68.27349853515625,2015,3.0
86553,26.136520385742188,68.27349853515625,2018,3.0
86555,24.963687896728516,67.17186737060547,2015,4.0
86558,24.963687896728516,67.17186737060547,2018,4.0
86560,24.963687896728516,67.17186737060547,2015,4.0
86563,24.963687896728516,67.17186737060547,2018,4.0
86570,24.963687896728516,67.17186737060547,2015,4.0
86573,24.963687896728516,67.17186737060547,2018,4.0
86575,24.963687896728516,67.17186737060547,2015,4.0
86578,24.963687896728516,67.17186737060547,2018,4.0
86585,24.963687896728516,67.17186737060547,2015,4.0
86588,24.963687896728516,67.17186737060547,2018,4.0
86595,24.963687896728516,67.17186737060547,2015,4.0
86598,24.963687896728516,67.17186737060547,2018,4.0
86605,24.963687896728516,67.17186737060547,2015,4.0
86608,24.963687896728516,67.17186737060547,2018,4.0
86610,24.963687896728516,67.17186737060547,2015,4.0
86613,24.963687896728516,67.17186737060547,2018,4.0
86615,24.963687896728516,67.17186737060547,2015,4.0
86618,24.963687896728516,67.17186737060547,2018,4.0
86620,24.963687896728516,67.17186737060547,2015,4.0
86623,24.963687896728516,67.17186737060547,2018,4.0
86630,24.963687896728516,67.17186737060547,2015,4.0
86633,24.963687896728516,67.17186737060547,2018,4.0
86635,24.963687896728516,67.17186737060547,2015,4.0
86638,24.963687896728516,67.17186737060547,2018,4.0
86640,24.963687896728516,67.17186737060547,2015,4.0
86643,24.963687896728516,67.17186737060547,2018,4.0
86645,24.963687896728516,67.17186737060547,2015,4.0
86648,24.963687896728516,67.17186737060547,2018,4.0
86650,24.963687896728516,67.17186737060547,2015,4.0
86653,24.963687896728516,67.17186737060547,2018,4.0
86670,24.963687896728516,67.17186737060547,2015,4.0
86673,24.963687896728516,67.17186737060547,2018,4.0
86675,24.963687896728516,67.17186737060547,2015,4.0
86678,24.963687896728516,67.17186737060547,2018,4.0
86680,24.963687896728516,67.17186737060547,2015,4.0
86683,24.963687896728516,67.17186737060547,2018,4.0
86685,24.963687896728516,67.17186737060547,2015,4.0
86688,24.963687896728516,67.17186737060547,2018,4.0
86690,24.963687896728516,67.17186737060547,2015,4.0
86693,24.963687896728516,67.17186737060547,2018,4.0
86695,24.963687896728516,67.17186737060547,2015,4.0
86698,24.963687896728516,67.17186737060547,2018,4.0
86700,24.963687896728516,67.17186737060547,2015,4.0
86703,24.963687896728516,67.17186737060547,2018,4.0
86705,24.963687896728516,67.17186737060547,2015,4.0
86708,24.963687896728516,67.17186737060547,2018,4.0
86710,24.963687896728516,67.17186737060547,2015,4.0
86713,24.963687896728516,67.17186737060547,2018,4.0
86715,24.963687896728516,67.17186737060547,2015,4.0
86718,24.963687896728516,67.17186737060547,2018,4.0
86725,24.963687896728516,67.17186737060547,2015,4.0
86728,24.963687896728516,67.17186737060547,2018,4.0
86730,24.963687896728516,67.17186737060547,2015,4.0
86733,24.963687896728516,67.17186737060547,2018,4.0
86735,24.963687896728516,67.17186737060547,2015,4.0
86738,24.963687896728516,67.17186737060547,2018,4.0
86740,24.963687896728516,67.17186737060547,2015,4.0
86743,24.963687896728516,67.17186737060547,2018,4.0
86745,24.963687896728516,67.17186737060547,2015,4.0
86748,24.963687896728516,67.17186737060547,2018,4.0
86755,24.963687896728516,67.17186737060547,2015,4.0
86758,24.963687896728516,67.17186737060547,2018,4.0
86765,24.963687896728516,67.17186737060547,2015,4.0
86768,24.963687896728516,67.17186737060547,2018,4.0
86770,24.963687896728516,67.17186737060547,2015,4.0
86773,24.963687896728516,67.17186737060547,2018,4.0
86775,24.96368789672852,67.17186737060547,2015,4.0
86778,24.96368789672852,67.17186737060547,2018,4.0
86790,24.963687896728516,67.17186737060547,2015,4.0
86793,24.963687896728516,67.17186737060547,2018,4.0
86810,24.963687896728516,67.17186737060547,2015,4.0
86813,24.963687896728516,67.17186737060547,2018,4.0
86815,24.963687896728516,67.17186737060547,2015,4.0
86818,24.963687896728516,67.17186737060547,2018,4.0
86820,24.963687896728516,67.17186737060547,2015,4.0
86823,24.963687896728516,67.17186737060547,2018,4.0
86825,24.96368789672852,67.17186737060547,2015,4.0
86828,24.96368789672852,67.17186737060547,2018,4.0
86835,24.963687896728516,67.17186737060547,2015,4.0
86838,24.963687896728516,67.17186737060547,2018,4.0
86845,24.963687896728516,67.17186737060547,2015,4.0
86848,24.963687896728516,67.17186737060547,2018,4.0
86860,24.963687896728516,67.17186737060547,2015,4.0
86863,24.963687896728516,67.17186737060547,2018,4.0
86865,24.963687896728516,67.17186737060547,2015,4.0
86868,24.963687896728516,67.17186737060547,2018,4.0
86880,24.963687896728516,67.17186737060547,2015,4.0
86883,24.963687896728516,67.17186737060547,2018,4.0
86890,27.582195281982422,69.31195068359375,2015,4.0
86893,27.582195281982422,69.31195068359375,2018,4.0
86895,24.963687896728516,67.17186737060547,2015,4.0
86898,24.963687896728516,67.17186737060547,2018,4.0
86900,24.963687896728516,67.17186737060547,2015,4.0
86903,24.963687896728516,67.17186737060547,2018,4.0
86905,24.963687896728516,67.17186737060547,2015,4.0
86908,24.963687896728516,67.17186737060547,2018,4.0
86910,24.963687896728516,67.17186737060547,2015,4.0
86913,24.963687896728516,67.17186737060547,2018,4.0
86920,24.963687896728516,67.17186737060547,2015,4.0
86923,24.963687896728516,67.17186737060547,2018,4.0
86925,24.963687896728516,67.17186737060547,2015,4.0
86928,24.963687896728516,67.17186737060547,2018,4.0
86930,24.963687896728516,67.17186737060547,2015,4.0
86933,24.963687896728516,67.17186737060547,2018,4.0
86935,24.963687896728516,67.17186737060547,2015,4.0
86938,24.963687896728516,67.17186737060547,2018,4.0
86940,24.963687896728516,67.17186737060547,2015,4.0
86943,24.963687896728516,67.17186737060547,2018,4.0
86945,24.963687896728516,67.17186737060547,2015,4.0
86948,24.963687896728516,67.17186737060547,2018,4.0
86950,24.963687896728516,67.17186737060547,2015,4.0
86953,24.963687896728516,67.17186737060547,2018,4.0
86955,24.963687896728516,67.17186737060547,2015,4.0
86958,24.963687896728516,67.17186737060547,2018,4.0
86960,24.963687896728516,67.17186737060547,2015,4.0
86963,24.963687896728516,67.17186737060547,2018,4.0
86970,24.963687896728516,67.17186737060547,2015,4.0
86973,24.963687896728516,67.17186737060547,2018,4.0
86975,24.963687896728516,67.17186737060547,2015,4.0
86978,24.963687896728516,67.17186737060547,2018,4.0
86980,24.963687896728516,67.17186737060547,2015,4.0
86983,24.963687896728516,67.17186737060547,2018,4.0
86985,24.96368789672852,67.17186737060547,2015,4.0
86988,24.96368789672852,67.17186737060547,2018,4.0
86993,25.35337829589844,68.27146911621094,2018,3.0
87000,24.963687896728516,67.17186737060547,2015,4.0
87003,24.963687896728516,67.17186737060547,2018,4.0
87005,24.963687896728516,67.17186737060547,2015,4.0
87008,24.963687896728516,67.17186737060547,2018,4.0
87010,24.963687896728516,67.17186737060547,2015,4.0
87013,24.963687896728516,67.17186737060547,2018,4.0
87015,24.963687896728516,67.17186737060547,2015,4.0
87018,24.963687896728516,67.17186737060547,2018,4.0
87020,24.963687896728516,67.17186737060547,2015,4.0
87023,24.963687896728516,67.17186737060547,2018,4.0
87025,24.963687896728516,67.17186737060547,2015,4.0
87028,24.963687896728516,67.17186737060547,2018,4.0
87030,24.963687896728516,67.17186737060547,2015,4.0
87033,24.963687896728516,67.17186737060547,2018,4.0
87035,24.963687896728516,67.17186737060547,2015,4.0
87038,24.963687896728516,67.17186737060547,2018,4.0
87040,24.963687896728516,67.17186737060547,2015,4.0
87043,24.963687896728516,67.17186737060547,2018,4.0
87045,24.963687896728516,67.17186737060547,2015,4.0
87048,24.963687896728516,67.17186737060547,2018,4.0
87050,24.963687896728516,67.17186737060547,2015,4.0
87053,24.963687896728516,67.17186737060547,2018,4.0
87055,24.963687896728516,67.17186737060547,2015,4.0
87058,24.963687896728516,67.17186737060547,2018,4.0
87060,24.963687896728516,67.17186737060547,2015,4.0
87063,24.963687896728516,67.17186737060547,2018,4.0
87065,24.96368789672852,67.17186737060547,2015,4.0
87068,24.96368789672852,67.17186737060547,2018,4.0
87070,24.963687896728516,67.17186737060547,2015,4.0
87073,24.963687896728516,67.17186737060547,2018,4.0
87075,24.963687896728516,67.17186737060547,2015,4.0
87078,24.963687896728516,67.17186737060547,2018,4.0
87080,24.963687896728516,67.17186737060547,2015,4.0
87083,24.963687896728516,67.17186737060547,2018,4.0
87085,24.963687896728516,67.17186737060547,2015,4.0
87088,24.963687896728516,67.17186737060547,2018,4.0
87090,24.963687896728516,67.17186737060547,2015,4.0
87093,24.963687896728516,67.17186737060547,2018,4.0
87095,24.963687896728516,67.17186737060547,2015,4.0
87098,24.963687896728516,67.17186737060547,2018,4.0
87100,24.963687896728516,67.17186737060547,2015,4.0
87103,24.963687896728516,67.17186737060547,2018,4.0
87105,24.963687896728516,67.17186737060547,2015,4.0
87108,24.963687896728516,67.17186737060547,2018,4.0
87110,24.963687896728516,67.17186737060547,2015,4.0
87113,24.963687896728516,67.17186737060547,2018,4.0
87115,24.963687896728516,67.17186737060547,2015,4.0
87118,24.963687896728516,67.17186737060547,2018,4.0
87120,24.963687896728516,67.17186737060547,2015,4.0
87123,24.963687896728516,67.17186737060547,2018,4.0
87125,24.963687896728516,67.17186737060547,2015,4.0
87128,24.963687896728516,67.17186737060547,2018,4.0
87130,24.963687896728516,67.17186737060547,2015,4.0
87133,24.963687896728516,67.17186737060547,2018,4.0
87140,24.963687896728516,67.17186737060547,2015,4.0
87143,24.963687896728516,67.17186737060547,2018,4.0
87145,24.963687896728516,67.17186737060547,2015,4.0
87148,24.963687896728516,67.17186737060547,2018,4.0
87150,24.96368789672852,67.17186737060547,2015,4.0
87153,24.96368789672852,67.17186737060547,2018,4.0
87155,24.963687896728516,67.17186737060547,2015,4.0
87158,24.963687896728516,67.17186737060547,2018,4.0
87165,24.963687896728516,67.17186737060547,2015,4.0
87168,24.963687896728516,67.17186737060547,2018,4.0
87170,24.963687896728516,67.17186737060547,2015,4.0
87173,24.963687896728516,67.17186737060547,2018,4.0
87175,24.963687896728516,67.17186737060547,2015,4.0
87178,24.963687896728516,67.17186737060547,2018,4.0
87180,24.963687896728516,67.17186737060547,2015,4.0
87183,24.963687896728516,67.17186737060547,2018,4.0
87185,24.963687896728516,67.17186737060547,2015,4.0
87188,24.963687896728516,67.17186737060547,2018,4.0
87190,24.963687896728516,67.17186737060547,2015,4.0
87193,24.963687896728516,67.17186737060547,2018,4.0
87195,24.96368789672852,67.17186737060547,2015,4.0
87198,24.96368789672852,67.17186737060547,2018,4.0
87200,24.963687896728516,67.17186737060547,2015,4.0
87203,24.963687896728516,67.17186737060547,2018,4.0
87210,24.963687896728516,67.17186737060547,2015,4.0
87213,24.963687896728516,67.17186737060547,2018,4.0
87215,24.963687896728516,67.17186737060547,2015,4.0
87218,24.963687896728516,67.17186737060547,2018,4.0
87220,24.963687896728516,67.17186737060547,2015,4.0
87223,24.963687896728516,67.17186737060547,2018,4.0
87225,24.963687896728516,67.17186737060547,2015,4.0
87228,24.963687896728516,67.17186737060547,2018,4.0
87230,24.963687896728516,67.17186737060547,2015,4.0
87233,24.963687896728516,67.17186737060547,2018,4.0
87235,24.963687896728516,67.17186737060547,2015,4.0
87238,24.963687896728516,67.17186737060547,2018,4.0
87245,24.963687896728516,67.17186737060547,2015,4.0
87248,24.963687896728516,67.17186737060547,2018,4.0
87260,24.963687896728516,67.17186737060547,2015,4.0
87263,24.963687896728516,67.17186737060547,2018,4.0
87265,24.963687896728516,67.17186737060547,2015,4.0
87268,24.963687896728516,67.17186737060547,2018,4.0
87270,24.963687896728516,67.17186737060547,2015,4.0
87273,24.963687896728516,67.17186737060547,2018,4.0
87285,24.963687896728516,67.17186737060547,2015,4.0
87288,24.963687896728516,67.17186737060547,2018,4.0
87295,24.963687896728516,67.17186737060547,2015,4.0
87298,24.963687896728516,67.17186737060547,2018,4.0
87300,24.963687896728516,67.17186737060547,2015,4.0
87303,24.963687896728516,67.17186737060547,2018,4.0
87310,24.963687896728516,67.17186737060547,2015,4.0
87313,24.963687896728516,67.17186737060547,2018,4.0
87315,24.963687896728516,67.17186737060547,2015,4.0
87318,24.963687896728516,67.17186737060547,2018,4.0
87325,24.963687896728516,67.17186737060547,2015,4.0
87328,24.963687896728516,67.17186737060547,2018,4.0
87335,24.963687896728516,67.17186737060547,2015,4.0
87338,24.963687896728516,67.17186737060547,2018,4.0
87340,24.963687896728516,67.17186737060547,2015,4.0
87343,24.963687896728516,67.17186737060547,2018,4.0
87345,24.963687896728516,67.17186737060547,2015,4.0
87348,24.963687896728516,67.17186737060547,2018,4.0
87350,24.963687896728516,67.17186737060547,2015,4.0
87353,24.963687896728516,67.17186737060547,2018,4.0
87360,24.963687896728516,67.17186737060547,2015,4.0
87363,24.963687896728516,67.17186737060547,2018,4.0
87375,24.963687896728516,67.17186737060547,2015,4.0
87378,24.963687896728516,67.17186737060547,2018,4.0
87395,24.963687896728516,67.17186737060547,2015,4.0
87398,24.963687896728516,67.17186737060547,2018,4.0
87400,24.963687896728516,67.17186737060547,2015,4.0
87403,24.963687896728516,67.17186737060547,2018,4.0
87405,24.963687896728516,67.17186737060547,2015,4.0
87408,24.963687896728516,67.17186737060547,2018,4.0
87410,24.963687896728516,67.17186737060547,2015,4.0
87413,24.963687896728516,67.17186737060547,2018,4.0
87415,24.963687896728516,67.17186737060547,2015,4.0
87418,24.963687896728516,67.17186737060547,2018,4.0
87420,24.963687896728516,67.17186737060547,2015,4.0
87423,24.963687896728516,67.17186737060547,2018,4.0
87425,24.963687896728516,67.17186737060547,2015,4.0
87428,24.963687896728516,67.17186737060547,2018,4.0
87430,24.963687896728516,67.17186737060547,2015,4.0
87433,24.963687896728516,67.17186737060547,2018,4.0
87435,24.963687896728516,67.17186737060547,2015,4.0
87438,24.963687896728516,67.17186737060547,2018,4.0
87440,24.963687896728516,67.17186737060547,2015,4.0
87443,24.963687896728516,67.17186737060547,2018,4.0
87445,24.963687896728516,67.17186737060547,2015,4.0
87448,24.963687896728516,67.17186737060547,2018,4.0
87450,24.963687896728516,67.17186737060547,2015,4.0
87453,24.963687896728516,67.17186737060547,2018,4.0
87455,24.963687896728516,67.17186737060547,2015,4.0
87458,24.963687896728516,67.17186737060547,2018,4.0
87465,24.96368789672852,67.17186737060547,2015,4.0
87468,24.96368789672852,67.17186737060547,2018,4.0
87480,24.963687896728516,67.17186737060547,2015,4.0
87483,24.963687896728516,67.17186737060547,2018,4.0
87485,24.963687896728516,67.17186737060547,2015,4.0
87488,24.963687896728516,67.17186737060547,2018,4.0
87500,24.963687896728516,67.17186737060547,2015,4.0
87503,24.963687896728516,67.17186737060547,2018,4.0
87505,24.963687896728516,67.17186737060547,2015,4.0
87508,24.963687896728516,67.17186737060547,2018,4.0
87515,24.96368789672852,67.17186737060547,2015,4.0
87518,24.96368789672852,67.17186737060547,2018,4.0
87530,24.963687896728516,67.17186737060547,2015,4.0
87533,24.963687896728516,67.17186737060547,2018,4.0
87535,24.963687896728516,67.17186737060547,2015,4.0
87538,24.963687896728516,67.17186737060547,2018,4.0
87540,24.963687896728516,67.17186737060547,2015,4.0
87543,24.963687896728516,67.17186737060547,2018,4.0
87555,24.963687896728516,67.17186737060547,2015,4.0
87558,24.963687896728516,67.17186737060547,2018,4.0
87575,24.963687896728516,67.17186737060547,2015,4.0
87578,24.963687896728516,67.17186737060547,2018,4.0
87580,24.963687896728516,67.17186737060547,2015,4.0
87583,24.963687896728516,67.17186737060547,2018,4.0
87585,24.963687896728516,67.17186737060547,2015,4.0
87588,24.963687896728516,67.17186737060547,2018,4.0
87590,24.963687896728516,67.17186737060547,2015,4.0
87593,24.963687896728516,67.17186737060547,2018,4.0
87600,24.963687896728516,67.17186737060547,2015,4.0
87603,24.963687896728516,67.17186737060547,2018,4.0
87610,24.963687896728516,67.17186737060547,2015,4.0
