,newid,year,franchiseid_clean,bank,pp_type,latitud,longitud,province,district_str,matching_accuracy,num_transac,PROVINCE,PROVINCE_0,bank_district,counter,dup,bank_cat,payment_method,start_date,n_beneficiaries,BVS_district,_merge,BVS_group,start_date_pp,end_date_pp,treatment_dt,pp_active
940,607.0,2015,,ALFALAH,ATM,31.52407836914063,74.35511779785156,,LAHORE,4.0,,,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
943,607.0,2018,0288,ALFALAH,ATM,31.52407836914063,74.35511779785156,Punjab,LAHORE,4.0,243.0,Punjab,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
1315,1045.0,2015,,ALFALAH,ATM,31.46973991394043,74.23377227783203,,LAHORE,4.0,,,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
1318,1045.0,2018,0762,ALFALAH,ATM,31.46973991394043,74.23377227783203,Punjab,LAHORE,4.0,2.0,Punjab,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
2695,1873.0,2015,3541,ALFALAH,ATM,36.30881500244141,74.62137603759766,Northern Areas,GILGIT,3.0,4061.0,Northern Areas,Northern Areas,SUMMIT,550.0,0.0,4.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
2698,1873.0,2018,3541,ALFALAH,ATM,36.30881500244141,74.62137603759766,Northern Areas,GILGIT,3.0,3252.0,Northern Areas,Northern Areas,SUMMIT,550.0,0.0,4.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
2810,1896.0,2015,3761,ALFALAH,ATM,31.347665786743164,69.49546813964844,Baluchistan,ZHOB,4.0,4757.0,Baluchistan,Baluchistan,TAMEER,978.0,0.0,5.0,BVS,2017-03-25,6843.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
2813,1896.0,2018,3761,ALFALAH,ATM,31.347665786743164,69.49546813964844,Baluchistan,ZHOB,4.0,1240.0,Baluchistan,Baluchistan,TAMEER,978.0,0.0,5.0,BVS,2017-03-25,6843.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
2820,1898.0,2015,3781,ALFALAH,ATM,28.54838943481445,68.22042846679688,Baluchistan,NASIRABAD/TUMBO,3.0,3017.0,Baluchistan,Baluchistan,UBL,2772.0,0.0,6.0,BVS,2017-12-25,11285.0,1.0,matched (3),3.0,2015-07-01,2016-06-30,0.0,1.0
2823,1898.0,2018,,ALFALAH,ATM,28.54838943481445,68.22042846679688,,NASIRABAD/TUMBO,3.0,,,Baluchistan,UBL,2772.0,0.0,6.0,BVS,2017-12-25,11285.0,1.0,matched (3),3.0,2018-07-01,2019-06-30,1.0,0.0
3415,2021.0,2015,,ALFALAH,ATM,31.26028823852539,74.15132904052734,,KASUR,4.0,,,Punjab,ALFALAH,4336.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
3418,2021.0,2018,4983,ALFALAH,ATM,31.26028823852539,74.15132904052734,Punjab,KASUR,4.0,41.0,Punjab,Punjab,ALFALAH,4336.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
4485,2321.0,2015,,ALFALAH,POS,31.063825607299805,72.95429229736328,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
4488,2321.0,2018,10013837,ALFALAH,POS,31.063825607299805,72.95429229736328,Punjab,FAISALABAD,3.0,1.0,Punjab,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
4490,2322.0,2015,,ALFALAH,POS,31.599895477294922,74.39825439453125,,LAHORE,3.0,,,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
4493,2322.0,2018,,ALFALAH,POS,31.599895477294922,74.39825439453125,,LAHORE,3.0,,,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
4515,2327.0,2015,,ALFALAH,POS,29.351320266723633,64.69381713867188,,CHAGHI,3.0,,,Baluchistan,ALFALAH,1059.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
4518,2327.0,2018,10014108,ALFALAH,POS,29.351320266723633,64.69381713867188,Baluchistan,CHAGHI,3.0,617.0,Baluchistan,Baluchistan,ALFALAH,1059.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
4560,2336.0,2015,,ALFALAH,POS,24.65593910217285,68.83712005615234,,BADIN,3.0,,,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
4563,2336.0,2018,,ALFALAH,POS,24.65593910217285,68.83712005615234,,BADIN,3.0,,,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
4670,2359.0,2015,,ALFALAH,POS,30.9043025970459,73.04043579101562,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
4673,2359.0,2018,10015381,ALFALAH,POS,30.9043025970459,73.04043579101562,Punjab,FAISALABAD,3.0,372.0,Punjab,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
4705,2366.0,2015,,ALFALAH,POS,31.344541549682617,73.42086029052734,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
4708,2366.0,2018,10015435,ALFALAH,POS,31.344541549682617,73.42086029052734,Punjab,FAISALABAD,3.0,58.0,Punjab,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
4795,2384.0,2015,,ALFALAH,POS,31.381214141845703,73.08589172363281,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
4798,2384.0,2018,10015616,ALFALAH,POS,31.381214141845703,73.08589172363281,Punjab,FAISALABAD,3.0,11.0,Punjab,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
4890,2403.0,2015,,ALFALAH,POS,30.96638298034668,72.48031616210938,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
4893,2403.0,2018,,ALFALAH,POS,30.96638298034668,72.48031616210938,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
4965,2418.0,2015,,ALFALAH,POS,28.025920867919922,69.32275390625,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
4968,2418.0,2018,10016708,ALFALAH,POS,28.025920867919922,69.32275390625,Sind,GHOTKI,3.0,109.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
5035,2432.0,2015,,ALFALAH,POS,24.893617630004883,67.06491088867188,,KARACHI EAST,3.0,,,Sind,UBL,3154.0,0.0,6.0,BVS,2017-03-25,16225.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
5038,2432.0,2018,,ALFALAH,POS,24.893617630004883,67.06491088867188,,KARACHI EAST,3.0,,,Sind,UBL,3154.0,0.0,6.0,BVS,2017-03-25,16225.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
5045,2434.0,2015,,ALFALAH,POS,27.81013298034668,66.61070251464844,,KHUZDAR,4.0,,,Baluchistan,TAMEER,1533.0,0.0,5.0,BVS,2017-09-25,11608.0,1.0,matched (3),2.0,2015-07-01,2016-06-30,0.0,0.0
5048,2434.0,2018,10018279,ALFALAH,POS,27.81013298034668,66.61070251464844,Baluchistan,KHUZDAR,4.0,2932.0,Baluchistan,Baluchistan,TAMEER,1533.0,0.0,5.0,BVS,2017-09-25,11608.0,1.0,matched (3),2.0,2018-07-01,2019-06-30,1.0,1.0
5135,2452.0,2015,,ALFALAH,POS,32.057952880859375,73.07113647460938,,SARGODHA,3.0,,,Punjab,ALFALAH,4609.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
5138,2452.0,2018,,ALFALAH,POS,32.057952880859375,73.07113647460938,,SARGODHA,3.0,,,Punjab,ALFALAH,4609.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
5190,2463.0,2015,,ALFALAH,POS,27.81013298034668,66.61070251464844,,KHUZDAR,4.0,,,Baluchistan,TAMEER,1533.0,0.0,5.0,BVS,2017-09-25,11608.0,1.0,matched (3),2.0,2015-07-01,2016-06-30,0.0,0.0
5193,2463.0,2018,10019062,ALFALAH,POS,27.81013298034668,66.61070251464844,Baluchistan,KHUZDAR,4.0,854.0,Baluchistan,Baluchistan,TAMEER,1533.0,0.0,5.0,BVS,2017-09-25,11608.0,1.0,matched (3),2.0,2018-07-01,2019-06-30,1.0,1.0
5390,2503.0,2015,,ALFALAH,POS,27.813581466674805,69.10289764404297,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
5393,2503.0,2018,10023093,ALFALAH,POS,27.813581466674805,69.10289764404297,Sind,SUKKUR,3.0,13.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
5450,2515.0,2015,,ALFALAH,POS,27.725767135620117,68.82907104492188,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
5453,2515.0,2018,,ALFALAH,POS,27.725767135620117,68.82907104492188,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
5510,2528.0,2015,,ALFALAH,POS,28.312578201293945,70.12574005126953,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
5513,2528.0,2018,1006163,ALFALAH,POS,28.312578201293945,70.12574005126953,Punjab,R.Y. KHAN,3.0,17.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
5515,2529.0,2015,,ALFALAH,POS,28.312578201293945,70.12574005126953,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
5518,2529.0,2018,1006247,ALFALAH,POS,28.312578201293945,70.12574005126953,Punjab,R.Y. KHAN,3.0,1.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
5785,2583.0,2015,,ALFALAH,POS,28.940629959106445,70.94959259033203,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
5788,2583.0,2018,,ALFALAH,POS,28.940629959106445,70.94959259033203,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
5790,2584.0,2015,,ALFALAH,POS,27.72515869140625,68.8299560546875,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
5793,2584.0,2018,10175,ALFALAH,POS,27.72515869140625,68.8299560546875,Sind,SHIKARPUR,4.0,225.0,Sind,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
5960,2618.0,2015,,ALFALAH,POS,31.565872192382812,72.64351654052734,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
5963,2618.0,2018,10193,ALFALAH,POS,31.565872192382812,72.64351654052734,Punjab,JHANG,3.0,143.0,Punjab,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6000,2626.0,2015,,ALFALAH,POS,30.722761154174805,72.64549255371094,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
6003,2626.0,2018,,ALFALAH,POS,30.722761154174805,72.64549255371094,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
6005,2627.0,2015,,ALFALAH,POS,31.282649993896484,72.33184051513672,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6008,2627.0,2018,,ALFALAH,POS,31.282649993896484,72.33184051513672,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
6165,2659.0,2015,,ALFALAH,POS,29.89932632446289,69.52603149414062,,BARKHAN,4.0,,,Baluchistan,ALFALAH,897.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
6168,2659.0,2018,1025085,ALFALAH,POS,29.89932632446289,69.52603149414062,Baluchistan,BARKHAN,4.0,435.0,Baluchistan,Baluchistan,ALFALAH,897.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
6170,2660.0,2015,,ALFALAH,POS,29.845067977905273,71.58135986328125,,LODHRAN,3.0,,,Punjab,TAMEER,4728.0,0.0,5.0,BVS,2017-03-25,44249.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6173,2660.0,2018,,ALFALAH,POS,29.845067977905273,71.58135986328125,,LODHRAN,3.0,,,Punjab,TAMEER,4728.0,0.0,5.0,BVS,2017-03-25,44249.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
6250,2676.0,2015,,ALFALAH,POS,28.242643356323242,69.18392944335938,,KASHMORE,3.0,,,Sind,TAMEER,3771.0,0.0,5.0,BVS,2017-03-25,39210.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6253,2676.0,2018,10272,ALFALAH,POS,28.242643356323242,69.18392944335938,Sind,KASHMORE,3.0,904.0,Sind,Sind,TAMEER,3771.0,0.0,5.0,BVS,2017-03-25,39210.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6310,2688.0,2015,,ALFALAH,POS,27.52579116821289,68.75506591796875,,KHAIRPUR,4.0,,,Sind,HBL,18823.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
6313,2688.0,2018,10280,ALFALAH,POS,27.52579116821289,68.75506591796875,Sind,KHAIRPUR,4.0,133.0,Sind,Sind,HBL,18823.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
6540,2734.0,2015,,ALFALAH,POS,27.5868110656738,68.86304473876953,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6543,2734.0,2018,10331,ALFALAH,POS,27.5868110656738,68.86304473876953,Sind,SUKKUR,3.0,2130.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6545,2735.0,2015,,ALFALAH,POS,27.670473098754883,68.88433074951172,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6548,2735.0,2018,10334,ALFALAH,POS,27.670473098754883,68.88433074951172,Sind,SUKKUR,3.0,2586.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6550,2736.0,2015,,ALFALAH,POS,27.670473098754883,68.88433074951172,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6553,2736.0,2018,103341,ALFALAH,POS,27.670473098754883,68.88433074951172,Sind,SUKKUR,3.0,11.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6610,2748.0,2015,,ALFALAH,POS,28.021820068359375,69.5475082397461,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6613,2748.0,2018,1034149,ALFALAH,POS,28.021820068359375,69.5475082397461,Sind,GHOTKI,3.0,184.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6670,2760.0,2015,,ALFALAH,POS,28.021820068359375,69.5475082397461,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6673,2760.0,2018,1035479,ALFALAH,POS,28.021820068359375,69.5475082397461,Sind,GHOTKI,3.0,176.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6690,2764.0,2015,,ALFALAH,POS,28.551742553710938,70.46754455566406,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6693,2764.0,2018,10362,ALFALAH,POS,28.551742553710938,70.46754455566406,Punjab,R.Y. KHAN,3.0,4.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6750,2776.0,2015,,ALFALAH,POS,28.021217346191406,69.54607391357422,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6753,2776.0,2018,,ALFALAH,POS,28.021217346191406,69.54607391357422,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
6780,2782.0,2015,,ALFALAH,POS,28.37192916870117,68.3561782836914,,JAFFARABAD,3.0,,,Baluchistan,UBL,6843.0,0.0,6.0,BVS,2017-03-25,27748.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6783,2782.0,2018,1038039,ALFALAH,POS,28.37192916870117,68.3561782836914,Baluchistan,JAFFARABAD,3.0,383.0,Baluchistan,Baluchistan,UBL,6843.0,0.0,6.0,BVS,2017-03-25,27748.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6820,2790.0,2015,,ALFALAH,POS,27.927404403686523,69.53800201416016,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6823,2790.0,2018,10384,ALFALAH,POS,27.927404403686523,69.53800201416016,Sind,GHOTKI,3.0,527.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6830,2792.0,2015,,ALFALAH,POS,29.09483528137207,70.9021224975586,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6833,2792.0,2018,10386,ALFALAH,POS,29.09483528137207,70.9021224975586,Punjab,R.Y. KHAN,3.0,1032.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
6985,2823.0,2015,,ALFALAH,POS,28.24427032470703,69.17993927001953,,KASHMORE,3.0,,,Sind,TAMEER,3771.0,0.0,5.0,BVS,2017-03-25,39210.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
6988,2823.0,2018,10418,ALFALAH,POS,28.24427032470703,69.17993927001953,Sind,KASHMORE,3.0,5.0,Sind,Sind,TAMEER,3771.0,0.0,5.0,BVS,2017-03-25,39210.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7465,2919.0,2015,,ALFALAH,POS,28.128393173217773,69.83147430419922,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7468,2919.0,2018,1058261,ALFALAH,POS,28.128393173217773,69.83147430419922,Punjab,R.Y. KHAN,3.0,211.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7495,2925.0,2015,,ALFALAH,POS,27.84945297241211,69.40609741210938,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7498,2925.0,2018,1059723,ALFALAH,POS,27.84945297241211,69.40609741210938,Sind,GHOTKI,3.0,3.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7655,2957.0,2015,,ALFALAH,POS,28.244308471679688,69.17990112304688,,KASHMORE,3.0,,,Sind,TAMEER,3771.0,0.0,5.0,BVS,2017-03-25,39210.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7658,2957.0,2018,10771,ALFALAH,POS,28.244308471679688,69.17990112304688,Sind,KASHMORE,3.0,378.0,Sind,Sind,TAMEER,3771.0,0.0,5.0,BVS,2017-03-25,39210.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7715,2970.0,2015,,ALFALAH,POS,27.668819427490234,68.89433288574219,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7718,2970.0,2018,10787,ALFALAH,POS,27.668819427490234,68.89433288574219,Sind,SUKKUR,3.0,1374.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7720,2971.0,2015,,ALFALAH,POS,27.669912338256836,68.89397430419922,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7723,2971.0,2018,10788,ALFALAH,POS,27.669912338256836,68.89397430419922,Sind,SUKKUR,3.0,3393.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7725,2972.0,2015,,ALFALAH,POS,27.669912338256836,68.89397430419922,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7728,2972.0,2018,107881,ALFALAH,POS,27.669912338256836,68.89397430419922,Sind,SUKKUR,3.0,3.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7730,2973.0,2015,,ALFALAH,POS,27.37834167480469,69.3819808959961,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7733,2973.0,2018,10789,ALFALAH,POS,27.37834167480469,69.3819808959961,Sind,SUKKUR,3.0,1164.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7840,2995.0,2015,,ALFALAH,POS,33.36974334716797,70.54454040527344,,HANGU,4.0,,,N.W.F.P.,TAMEER,865.0,0.0,5.0,BVS,2017-03-25,17743.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7843,2995.0,2018,10871,ALFALAH,POS,33.36974334716797,70.54454040527344,N.W.F.P.,HANGU,4.0,3.0,N.W.F.P.,N.W.F.P.,TAMEER,865.0,0.0,5.0,BVS,2017-03-25,17743.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7870,3001.0,2015,,ALFALAH,POS,27.817869186401367,69.10934448242188,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7873,3001.0,2018,10925,ALFALAH,POS,27.817869186401367,69.10934448242188,Sind,SUKKUR,3.0,57.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7895,3006.0,2015,,ALFALAH,POS,27.51828384399414,69.04402923583984,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7898,3006.0,2018,10929,ALFALAH,POS,27.51828384399414,69.04402923583984,Sind,SUKKUR,3.0,3787.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7900,3007.0,2015,,ALFALAH,POS,27.51828384399414,69.04402923583984,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
