,newid,year,franchiseid_clean,bank,pp_type,latitud,longitud,province,district_str,matching_accuracy,num_transac,PROVINCE,PROVINCE_0,bank_district,counter,dup,bank_cat,payment_method,start_date,n_beneficiaries,BVS_district,_merge,BVS_group,start_date_pp,end_date_pp,treatment_dt,pp_active
89900,19981.0,2015,14071410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,203.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89903,19981.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89905,19982.0,2015,14081410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,339.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89908,19982.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89920,19985.0,2015,14101410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,13.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89923,19985.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89925,19986.0,2015,1411,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,7.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89928,19986.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89930,19987.0,2015,14111110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89933,19987.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89935,19988.0,2015,14112110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,8.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89938,19988.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89940,19989.0,2015,14121410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,6.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89943,19989.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89945,19990.0,2015,1413,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89948,19990.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89960,19993.0,2015,1417,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,5.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89963,19993.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89965,19994.0,2015,14171410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,9.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89968,19994.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89970,19995.0,2015,1418,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,101.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89973,19995.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89975,19996.0,2015,1419,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,494.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89978,19996.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89980,19997.0,2015,14191410,UBL,ATM,24.96368789672852,67.17186737060547,Sind,KARACHI MALIR,4.0,10.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89983,19997.0,2018,,UBL,ATM,24.96368789672852,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89985,19998.0,2015,1420,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,10.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89988,19998.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
89990,19999.0,2015,14201410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,222.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
89993,19999.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90000,20001.0,2015,14211110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,1.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90003,20001.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90005,20002.0,2015,14212110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,4.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90008,20002.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90010,20003.0,2015,14221110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,11.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90013,20003.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90015,20004.0,2015,1424,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,4.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90018,20004.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90020,20005.0,2015,14241510,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,23.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90023,20005.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90030,20007.0,2015,1429,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,39.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90033,20007.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90035,20008.0,2015,14291110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,10.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90038,20008.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90045,20010.0,2015,1431,UBL,ATM,24.96368789672852,67.17186737060547,Sind,KARACHI MALIR,4.0,20.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90048,20010.0,2018,,UBL,ATM,24.96368789672852,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90060,20013.0,2015,14331101,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,88.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90063,20013.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90065,20014.0,2015,14331110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90068,20014.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90075,20016.0,2015,14341110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90078,20016.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90095,20020.0,2015,14371110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,5.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90098,20020.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90100,20021.0,2015,14381110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,17.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90103,20021.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90110,20023.0,2015,14391410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,10.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90113,20023.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90115,20024.0,2015,1440,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,207.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90118,20024.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90120,20025.0,2015,1441,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,41.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90123,20025.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90130,20027.0,2015,14421110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90133,20027.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90135,20028.0,2015,14431110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90138,20028.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90140,20029.0,2015,14432110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,1.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90143,20029.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90145,20030.0,2015,14451110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,13.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90148,20030.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90150,20031.0,2015,1448,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,13.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90153,20031.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90155,20032.0,2015,14482410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90158,20032.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90160,20033.0,2015,1449,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,3.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90163,20033.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90165,20034.0,2015,14491110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,1.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90168,20034.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90170,20035.0,2015,1451,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,57.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90173,20035.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90175,20036.0,2015,14511110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,5.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90178,20036.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90180,20037.0,2015,1452,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,10.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90183,20037.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90190,20039.0,2015,14531110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90193,20039.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90195,20040.0,2015,14532210,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,4.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90198,20040.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90200,20041.0,2015,14541110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,6.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90203,20041.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90215,20044.0,2015,14561110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,205.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90218,20044.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90220,20045.0,2015,1457,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,3.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90223,20045.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90235,20048.0,2015,1460,UBL,ATM,28.73908233642578,70.60213470458984,Punjab,R.Y. KHAN,4.0,90.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90238,20048.0,2018,,UBL,ATM,28.73908233642578,70.60213470458984,,R.Y. KHAN,4.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90240,20049.0,2015,14601410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90243,20049.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90250,20051.0,2015,14611410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,39.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90253,20051.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90260,20053.0,2015,14631110,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,2.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90263,20053.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90270,20055.0,2015,14641410,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,5.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
90273,20055.0,2018,,UBL,ATM,24.963687896728516,67.17186737060547,,KARACHI MALIR,4.0,,,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
90285,20058.0,2015,14682210,UBL,ATM,24.963687896728516,67.17186737060547,Sind,KARACHI MALIR,4.0,1.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
